mode,seed,outer,loss,wall_s
physics,0,0,0.004924321332318405,26.5
physics,0,1,0.0017213614596228704,28.1
physics,0,2,0.0012103410201354662,36.2
physics,0,3,0.0008869035141315741,37.8
physics,0,4,0.0007140274316734394,37.3
physics,0,5,0.000598477474669121,42.4
physics,0,6,0.0005029354548788503,39.5
physics,0,7,0.00041494165691372377,39.0
physics,0,8,0.00034373208122075947,33.5
physics,0,9,0.00029070668104424894,37.6
physics,0,10,0.00024912860868402245,42.2
physics,0,11,0.0002169138756236043,38.6
physics,0,12,0.00019001923728313334,39.0
physics,0,13,0.00017230004238059164,32.9
physics,0,14,0.00015684702333619585,43.3
physics,0,15,0.00014529023717396334,60.1
physics,0,16,0.0001352363177124148,60.4
physics,0,17,0.0001257120147106003,52.7
physics,0,18,0.0001179689710906826,36.5
physics,0,19,0.00011078641897948215,40.2
physics,0,20,0.00010507703779264305,39.9
physics,0,21,9.960889542904581e-05,38.7
physics,0,22,9.457052746845372e-05,44.2
physics,0,23,8.999538911241744e-05,45.6
physics,0,24,8.573814840709596e-05,44.2
physics,0,25,8.130927898899539e-05,29.5
physics,0,26,7.792676491362595e-05,10.5
physics,0,27,7.459679499419778e-05,8.6
physics,0,28,7.146977614982838e-05,10.0
physics,0,29,6.847965041176312e-05,10.0
physics,0,30,6.557966491218063e-05,7.4
physics,0,31,6.276314798744242e-05,6.3
physics,0,32,6.0099325036482174e-05,6.5
physics,0,33,5.8065228803431666e-05,6.5
physics,0,34,5.602421272361274e-05,7.9
physics,0,35,5.405915336057553e-05,9.3
physics,0,36,5.2344457098621126e-05,6.8
physics,0,37,5.088997251462763e-05,6.3
physics,0,38,4.93515343522749e-05,6.8
physics,0,39,4.791379513357931e-05,6.7
physics,0,40,4.6537182194003264e-05,6.4
physics,0,41,4.528680983890078e-05,7.1
physics,0,42,4.415759907403715e-05,6.9
physics,0,43,4.3036860765286094e-05,6.9
physics,0,44,4.2108091048783067e-05,6.9
physics,0,45,4.1291066614794994e-05,6.7
physics,0,46,4.0509937464371046e-05,6.9
physics,0,47,3.976028657182838e-05,6.3
physics,0,48,3.9054683485905476e-05,6.4
physics,0,49,3.8391200493293136e-05,5.9
physics,0,50,3.774422381424226e-05,5.9
physics,0,51,3.705215329705085e-05,6.0
physics,0,52,3.641390451528927e-05,5.7
physics,0,53,3.5815753880697535e-05,6.1
physics,0,54,3.5254956692788085e-05,6.0
physics,0,55,3.4726726759776396e-05,6.4
physics,0,56,3.4125341421392924e-05,6.4
physics,0,57,3.3606650648114674e-05,6.5
physics,0,58,3.310126415011522e-05,6.3
physics,0,59,3.265006902864629e-05,6.2
physics,0,60,3.217873712011608e-05,6.6
physics,0,61,3.1725547808371445e-05,7.6
physics,0,62,3.1256206299751445e-05,7.1
physics,0,63,3.0756876339792625e-05,6.6
physics,0,64,3.031268851216527e-05,6.5
physics,0,65,2.9874408243485718e-05,6.7
physics,0,66,2.9444970867957556e-05,6.6
physics,0,67,2.900921440283358e-05,7.5
physics,0,68,2.8505484721322168e-05,5.9
physics,0,69,2.8084621616733162e-05,5.9
physics,0,70,2.771942674610479e-05,5.7
physics,0,71,2.7331823995434032e-05,5.8
physics,0,72,2.6917009554843858e-05,5.6
physics,0,73,2.6512854494976963e-05,5.5
