restart,round,in_round,phase,loss_before,loss_after,gain,factor,factor_renewed,n_iter,func_evals,early_stop,wall_s
0,1,0,train,1.8471513855014356e-05,3.48072573524562e-08,0.9981156250848922,54137.41439110773,1,200,203,0,97.11
1,1,1,train,3.48072573524562e-08,1.7676570422527667e-08,0.4921584816770889,28729640.772154495,1,200,207,0,111.33
2,1,2,train,1.7676570422527667e-08,1.2977955301405709e-08,0.26581033587453545,28729640.772154495,0,200,208,0,104.21
3,1,3,train,1.2977955301405709e-08,9.810529674379523e-09,0.24406199231423656,28729640.772154495,0,200,205,0,107.04
4,1,4,train,9.810529674379523e-09,7.668786456555522e-09,0.21831066098471977,28729640.772154495,0,200,205,0,108.66
5,1,5,train,7.668786456555522e-09,6.148027104000832e-09,0.1983050853182509,28729640.772154495,0,200,208,0,106.31
6,1,6,train,6.148027104000832e-09,4.928209343461721e-09,0.19840799981921253,28729640.772154495,0,200,203,0,98.7
7,1,7,train,4.928209343461721e-09,4.043711097942208e-09,0.17947659765975266,28729640.772154495,0,200,215,0,120.58
8,1,8,train,4.043711097942208e-09,3.4765871355565234e-09,0.14024838784212024,28729640.772154495,0,200,213,0,107.08
9,1,9,train,3.4765871355565234e-09,3.107977888402834e-09,0.10602617819751077,287638411.1799121,1,200,209,0,103.12
10,1,10,train,3.107977888402834e-09,2.7268418798334076e-09,0.12263150583908727,287638411.1799121,0,200,209,0,110.87
11,1,11,train,2.7268418798334076e-09,2.3809641280851836e-09,0.1268418804574598,287638411.1799121,0,200,210,0,114.01
12,1,12,train,2.3809641280851836e-09,2.1512970392238724e-09,0.09645970140928323,287638411.1799121,0,200,209,0,114.02
13,1,13,train,2.1512970392238724e-09,1.950102643286611e-09,0.09352236918889022,287638411.1799121,0,200,217,0,121.41
14,1,14,train,1.950102643286611e-09,1.8007264564597788e-09,0.07659914073808984,287638411.1799121,0,200,215,0,102.48
15,1,15,train,1.8007264564597788e-09,1.676732451084911e-09,0.06885776844676314,287638411.1799121,0,200,217,0,106.86
16,1,16,train,1.676732451084911e-09,1.5674792541719837e-09,0.06515839592788722,287638411.1799121,0,200,212,0,113.64
17,1,17,train,1.5674792541719837e-09,1.465097317084874e-09,0.0653162948183277,287638411.1799121,0,200,214,0,117.37
18,1,18,train,1.465097317084874e-09,1.373852823437458e-09,0.062278793758879146,287638411.1799121,0,200,214,0,114.17
19,1,19,train,1.373852823437458e-09,1.2941048633727541e-09,0.05804694557104731,287638411.1799121,0,200,214,0,124.63
20,1,20,train,1.2941048633727541e-09,1.2168000052736308e-09,0.059736162259407574,287638411.1799121,0,200,215,0,108.6
21,1,21,train,1.2168000052736308e-09,1.1480356663582555e-09,0.05651244133575737,287638411.1799121,0,200,214,0,113.16
22,1,22,train,1.1480356663582555e-09,1.082257355456108e-09,0.057296400129106,287638411.1799121,0,200,217,0,112.35
23,1,23,train,1.082257355456108e-09,1.0187094712764454e-09,0.058717904627112454,287638411.1799121,0,200,218,0,131.07
24,1,24,train,1.0187094712764454e-09,9.572650464841135e-10,0.060315945345380824,287638411.1799121,0,200,213,0,119.88
25,2,0,train,4.581889564213087e-09,2.0312837205333765e-09,0.5566711741813363,218250568.02121863,1,200,211,0,130.11
26,2,1,train,2.0312837205333765e-09,1.6938570076923525e-09,0.16611500866674703,218250568.02121863,0,200,212,0,113.78
27,2,2,train,1.6938570076923525e-09,1.478845546688976e-09,0.12693601645648947,218250568.02121863,0,200,214,0,113.69
28,2,3,train,1.478845546688976e-09,1.3301513421326823e-09,0.10054748779492821,218250568.02121863,0,200,212,0,104.39
29,2,4,train,1.3301513421326823e-09,1.1967270410892905e-09,0.10030760922999,218250568.02121863,0,200,217,0,123.65
30,2,5,train,1.1967270410892905e-09,1.0928033721817012e-09,0.08683991030485566,218250568.02121863,0,200,210,0,101.22
31,2,6,train,1.0928033721817012e-09,1.0085693009648608e-09,0.07708072043067843,218250568.02121863,0,200,213,0,104.9
32,2,7,train,1.0085693009648608e-09,9.349663335064433e-10,0.07297760043658305,218250568.02121863,0,200,216,0,97.06
33,2,8,train,9.349663335064433e-10,8.683258416034405e-10,0.07127581979671739,218250568.02121863,0,200,224,0,106.61
34,2,9,train,8.683258416034405e-10,8.140040567581214e-10,0.06255921710795705,218250568.02121863,0,200,220,0,115.05
35,2,10,train,8.140040567581214e-10,7.705589712484755e-10,0.053372074928805184,218250568.02121863,0,200,219,0,116.85
36,2,11,train,7.705589712484755e-10,7.312477947962033e-10,0.051016441205764484,218250568.02121863,0,200,221,0,114.16
37,2,12,train,7.312477947962033e-10,6.989351805383955e-10,0.044188323695134306,218250568.02121863,0,200,218,0,110.47
38,2,13,train,6.989351805383955e-10,6.659156155450329e-10,0.04724267129882822,218250568.02121863,0,200,216,0,121.69
39,2,14,train,6.659156155450329e-10,6.361860313485642e-10,0.044644671941107654,218250568.02121863,0,200,218,0,127.1
40,2,15,train,6.361860313485642e-10,6.113745901910134e-10,0.03900029226507286,218250568.02121863,0,200,213,0,118.14
41,2,16,train,6.113745901910134e-10,5.89596530729826e-10,0.035621466463601696,218250568.02121863,0,200,216,0,125.4
42,2,17,train,5.89596530729826e-10,5.66579950411085e-10,0.03903784896809033,218250568.02121863,0,200,221,0,113.02
43,2,18,train,5.66579950411085e-10,5.464276857626548e-10,0.03556826293236921,218250568.02121863,0,200,215,0,118.35
44,2,19,train,5.464276857626548e-10,5.286912744882103e-10,0.0324588444849562,218250568.02121863,0,200,217,0,107.35
45,2,20,train,5.286912744882103e-10,5.11038196533255e-10,0.03339014431823943,218250568.02121863,0,200,219,0,113.33
46,2,21,train,5.11038196533255e-10,4.941301908546242e-10,0.033085600632849176,218250568.02121863,0,200,217,0,119.39
47,2,22,train,4.941301908546242e-10,4.793763782953734e-10,0.02985814838339122,218250568.02121863,0,200,216,0,106.56
48,2,23,train,4.793763782953734e-10,4.640104868680276e-10,0.0320539186390156,218250568.02121863,0,200,215,0,114.3
49,2,24,train,4.640104868680276e-10,4.497788951204614e-10,0.030670840746782294,218250568.02121863,0,200,217,0,110.02
50,3,0,train,4.338348095827997e-09,1.4939013538659438e-09,0.6556520314027903,230502481.108341,1,200,211,0,124.55
51,3,1,train,1.4939013538659438e-09,1.0836898056417055e-09,0.27459078684324484,230502481.108341,0,200,212,0,116.4
52,3,2,train,1.0836898056417055e-09,8.743797020892491e-10,0.19314577147702677,230502481.108341,0,200,219,0,126.54
53,3,3,train,8.743797020892491e-10,7.546511234150551e-10,0.13692973245846593,230502481.108341,0,200,214,0,116.08
54,3,4,train,7.546511234150551e-10,6.665839517553679e-10,0.11669918579217503,230502481.108341,0,200,213,0,118.23
55,3,5,train,6.665839517553679e-10,6.05249706029811e-10,0.09201278483233906,230502481.108341,0,200,214,0,121.19
56,3,6,train,6.05249706029811e-10,5.595891786007843e-10,0.07544080893246687,230502481.108341,0,200,218,0,123.43
57,3,7,train,5.595891786007843e-10,5.214529233369404e-10,0.06815045165669754,230502481.108341,0,200,214,0,105.08
58,3,8,train,5.214529233369404e-10,4.892981218782559e-10,0.061663862679905784,230502481.108341,0,200,216,0,102.57
59,3,9,train,4.892981218782559e-10,4.622299947207361e-10,0.05532031689313273,230502481.108341,0,200,215,0,115.44
60,3,10,train,4.622299947207361e-10,4.3827423199654465e-10,0.051826499789709095,230502481.108341,0,200,213,0,104.74
61,3,11,train,4.3827423199654465e-10,4.176238825342202e-10,0.04711741634513269,230502481.108341,0,200,219,0,103.36
62,3,12,train,4.176238825342202e-10,4.0340550045856806e-10,0.03404590271363865,2394499073.979707,1,200,213,0,104.27
63,3,13,train,4.0340550045856806e-10,3.897362200980004e-10,0.033884714871337235,2394499073.979707,0,200,211,0,114.56
64,3,14,train,3.897362200980004e-10,3.754106946152681e-10,0.03675697752477324,2394499073.979707,0,200,215,0,110.38
65,3,15,train,3.754106946152681e-10,3.619968018095881e-10,0.03573124846490315,2394499073.979707,0,200,217,0,109.41
66,3,16,train,3.619968018095881e-10,3.473476457132305e-10,0.04046763955683542,2394499073.979707,0,200,214,0,101.42
67,3,17,train,3.473476457132305e-10,3.3272350981951295e-10,0.042102303194509604,2394499073.979707,0,200,212,0,101.61
68,3,18,train,3.3272350981951295e-10,3.1900004798209703e-10,0.041245843568013155,2394499073.979707,0,200,213,0,104.75
69,3,19,train,3.1900004798209703e-10,3.0571848024475355e-10,0.04163500231852277,2394499073.979707,0,200,209,0,103.46
70,3,20,train,3.0571848024475355e-10,2.933564064839696e-10,0.04043613507069338,2394499073.979707,0,200,219,0,114.66
71,3,21,train,2.933564064839696e-10,2.8176612521548516e-10,0.039509214771888,2394499073.979707,0,200,220,0,118.6
72,3,22,train,2.8176612521548516e-10,2.713388425324629e-10,0.03700687112422701,2394499073.979707,0,200,212,0,102.14
73,3,23,train,2.713388425324629e-10,2.6300852823296754e-10,0.03070078069821024,2394499073.979707,0,200,219,0,112.96
74,3,24,train,2.6300852823296754e-10,2.5484129757392483e-10,0.031053102018837753,2394499073.979707,0,200,221,0,124.23
75,4,0,train,4.104505074640204e-09,1.2443466890402441e-09,0.6968339260369115,243634733.4977187,1,200,219,0,108.69
76,4,1,train,1.2443466890402441e-09,9.946364629252018e-10,0.20067576690194125,243634733.4977187,0,200,214,0,115.26
77,4,2,train,9.946364629252018e-10,8.469434977715196e-10,0.14848939352104654,243634733.4977187,0,200,216,0,110.83
78,4,3,train,8.469434977715196e-10,7.613923147053703e-10,0.1010116770377857,243634733.4977187,0,200,217,0,110.09
79,4,4,train,7.613923147053703e-10,6.839388028729228e-10,0.10172615396363577,243634733.4977187,0,200,214,0,106.07
80,4,5,train,6.839388028729228e-10,6.228381147735118e-10,0.08933648426256,243634733.4977187,0,200,221,0,118.24
81,4,6,train,6.228381147735118e-10,5.754296751579319e-10,0.07611679261603874,243634733.4977187,0,200,222,0,111.96
82,4,7,train,5.754296751579319e-10,5.348869428824896e-10,0.07045645024183872,243634733.4977187,0,200,211,0,96.96
83,4,8,train,5.348869428824896e-10,4.990772854531915e-10,0.06694808670468005,243634733.4977187,0,200,213,0,111.07
84,4,9,train,4.990772854531915e-10,4.705519961852043e-10,0.05715605598456462,243634733.4977187,0,200,212,0,101.84
85,4,10,train,4.705519961852043e-10,4.46122524645826e-10,0.051916625022164674,243634733.4977187,0,200,214,0,104.68
86,4,11,train,4.46122524645826e-10,4.2530626493694496e-10,0.04666040954871523,243634733.4977187,0,200,216,0,101.96
