restart,round,in_round,phase,loss_before,loss_after,gain,factor,factor_renewed,n_iter,func_evals,early_stop,wall_s
0,1,0,train,7.173086887735344e-05,1.412325971822476e-07,0.9980310764473838,13940.999400269577,1,200,205,0,245.5
1,1,1,train,1.412325971822476e-07,6.91285896763313e-08,0.5105337503131289,7080518.378555289,1,200,210,0,238.22
2,1,2,train,6.91285896763313e-08,4.828982480571543e-08,0.3014492985924575,7080518.378555289,0,200,207,0,232.07
3,1,3,train,4.828982480571543e-08,3.712307118354746e-08,0.23124444263559032,7080518.378555289,0,200,209,0,233.0
4,1,4,train,3.712307118354746e-08,2.9653041368583956e-08,0.201223378799385,7080518.378555289,0,200,213,0,241.73
5,1,5,train,2.9653041368583956e-08,2.4383689690066987e-08,0.17770021000610095,7080518.378555289,0,200,217,0,244.22
6,1,6,train,2.4383689690066987e-08,2.0267746573653164e-08,0.16879902790472706,7080518.378555289,0,200,214,0,237.45
7,1,7,train,2.0267746573653164e-08,1.6716895913846423e-08,0.1751971116721299,7080518.378555289,0,200,214,0,241.8
8,1,8,train,1.6716895913846423e-08,1.4051053746928535e-08,0.15946992675295651,7080518.378555289,0,200,214,0,236.44
9,1,9,train,1.4051053746928535e-08,1.2740727923261463e-08,0.09325463038339747,71169039.56179039,1,200,219,0,238.98
10,1,10,train,1.2740727923261463e-08,1.1363754916582944e-08,0.10807647843766456,71169039.56179039,0,200,211,0,236.49
11,1,11,train,1.1363754916582944e-08,1.0225287371380703e-08,0.10018409879122732,71169039.56179039,0,200,216,0,242.73
12,1,12,train,1.0225287371380703e-08,9.26989063788754e-09,0.09343470738702161,71169039.56179039,0,200,210,0,237.0
13,1,13,train,9.26989063788754e-09,8.445537913475103e-09,0.08892798810842216,71169039.56179039,0,200,216,0,237.86
14,1,14,train,8.445537913475103e-09,7.702121431705451e-09,0.08802476400982213,71169039.56179039,0,200,215,0,241.68
15,1,15,train,7.702121431705451e-09,7.082885474687668e-09,0.08039810362749218,71169039.56179039,0,200,211,0,236.81
16,1,16,train,7.082885474687668e-09,6.580395562277544e-09,0.07094423793888643,71169039.56179039,0,200,215,0,239.36
17,1,17,train,6.580395562277544e-09,6.094144161512796e-09,0.07389394697671502,71169039.56179039,0,200,219,0,247.7
18,1,18,train,6.094144161512796e-09,5.705072916067961e-09,0.06384345941502197,71169039.56179039,0,200,219,0,244.05
19,1,19,train,5.705072916067961e-09,5.353159615704287e-09,0.06168427740380559,71169039.56179039,0,200,223,0,251.03
20,1,20,train,5.353159615704287e-09,5.023182346014556e-09,0.061641589897990956,71169039.56179039,0,200,218,0,245.16
21,1,21,train,5.023182346014556e-09,4.738601264892726e-09,0.0566535438132402,71169039.56179039,0,200,223,0,249.82
22,1,22,train,4.738601264892726e-09,4.491767628959987e-09,0.052089978061981235,71169039.56179039,0,200,218,0,236.68
23,1,23,train,4.491767628959987e-09,4.2522841483497004e-09,0.05331608854079037,71169039.56179039,0,200,221,0,242.39
24,1,24,train,4.2522841483497004e-09,4.026684952463024e-09,0.05305365023036647,71169039.56179039,0,200,220,0,242.09
25,2,0,train,1.3134421550652528e-08,6.736483197782157e-09,0.48711230473278944,76135823.42728442,1,200,225,0,245.92
26,2,1,train,6.736483197782157e-09,5.792199086225613e-09,0.14017464065930269,76135823.42728442,0,200,218,0,243.19
27,2,2,train,5.792199086225613e-09,5.19136219751995e-09,0.10373208513058686,76135823.42728442,0,200,216,0,244.63
28,2,3,train,5.19136219751995e-09,4.786110510270925e-09,0.07806268794780384,76135823.42728442,0,200,219,0,250.05
29,2,4,train,4.786110510270925e-09,4.441425945545992e-09,0.07201767781693393,76135823.42728442,0,200,219,0,246.56
30,2,5,train,4.441425945545992e-09,4.157890322527033e-09,0.06383887213143748,76135823.42728442,0,200,219,0,246.87
31,2,6,train,4.157890322527033e-09,3.91628507280469e-09,0.05810765339656735,76135823.42728442,0,200,215,0,243.18
32,2,7,train,3.91628507280469e-09,3.6847589533928278e-09,0.059118811605318775,76135823.42728442,0,200,220,0,249.25
33,2,8,train,3.6847589533928278e-09,3.49236273425581e-09,0.05221405838769031,76135823.42728442,0,200,216,0,245.13
