round,source,n_states,per_plane,restarts,loss_first,loss_last,train_end_moved_med_um,val_z1_pos_med_um,val_z1_x_med_um,val_z1_y_med_um,wall_s
1,rk6,32000,500,25,9.221670655629254e-05,3.7099544536935775e-09,nan,346.9541897933581,285.4012462017863,151.63277058846347,5497.6
2,own,32000,500,25,1.7462899320741234e-08,1.9468820805414017e-09,nan,262.2594944602952,204.78188994513857,109.61212503178785,4988.0
3,own,32000,500,25,1.6952188411601707e-08,1.5139406902506275e-09,400.6293166962678,211.83189967493377,163.2569133649895,97.78971104873335,5720.3
4,own,32000,500,25,5.203979284329637e-08,1.1549825599130241e-09,273.88015501469454,184.1151978487403,143.89427032301683,84.21529558182783,5706.7
5,own,32000,500,25,4.0553181312703294e-07,1.0688667353270958e-09,226.34749451674452,194.2023196416578,153.08919702255253,82.16533423188821,3576.1
6,own,32000,500,25,3.378105288064708e-08,9.697852907810898e-10,209.22953875441408,204.77255133101835,176.27956146446877,80.32412029238057,2557.4
7,own,32000,500,25,8.293606780221643e-08,7.060547029790373e-10,223.24901742308612,160.26869157357737,117.85540942308614,78.21184412989624,2325.7
8,own,32000,500,25,2.827322099093237e-08,1.12642820360846e-09,203.96031536569126,199.5770460467412,156.55640845770336,83.05708012256031,2318.5
9,own,32000,500,25,4.825894072958841e-08,8.749146858843303e-10,192.42645189200402,171.8473005242629,128.73426480257422,82.07621384161712,2274.8
10,own,32000,500,25,1.759736081199603e-08,1.058275843342301e-09,179.53997230264918,159.20824553728607,129.25187555023854,74.6887596511101,2153.3
11,own,32000,500,25,2.6656280813927095e-08,6.924985767012458e-10,186.6922438759957,150.85632798960802,120.17874567452225,75.42403762423788,2009.4
12,own,32000,500,25,2.8224474498569417e-08,7.438395047791209e-10,171.4740038461855,147.65151571435808,119.51405851505115,71.83642338247864,1887.0
13,own,32000,500,25,5.93897423833491e-08,6.841902706021911e-10,174.82529677596403,152.17412948044284,121.08053757864923,70.03932965163351,1544.4
14,own,32000,500,25,2.5966039046311478e-08,5.426622854680187e-10,146.1781712919219,138.36279573024513,104.48913350711564,67.05046513181401,1477.5
15,own,32000,500,25,2.4183273828609666e-08,6.425625386462528e-10,147.19572945455184,155.25743799196334,115.09710180052934,73.03136824026524,1438.6
16,own,32000,500,25,2.2934924275384545e-08,6.061023624162875e-10,154.19461895794484,151.7808578930726,112.19005564421991,73.42855856683173,1431.8
17,own,32000,500,25,2.762437549780733e-08,7.203815610524498e-10,161.56952956830395,170.48858910391118,130.87566879642054,81.4956516434222,1799.8
18,own,32000,500,25,3.155965846129439e-08,7.657480308643132e-10,173.39614825505123,160.08959485657215,134.4593405129899,64.99054495515111,1815.8
19,own,32000,500,25,1.7982577393279026e-08,6.415990004562997e-10,175.84896356086688,142.1741786068651,116.24581462241679,64.98219262326188,1821.5
20,own,32000,500,25,6.424884044284015e-08,5.514249296533739e-10,167.78524055553135,145.66664350991232,116.32994919284556,64.02558335625486,1799.4
21,own,32000,500,25,1.4484977392066163e-08,5.950111127759002e-10,155.51499166451777,128.23522713063085,104.17052914493752,56.16986603644136,1806.5
22,own,32000,500,25,1.0926547589948689e-08,5.166110072838594e-10,155.18453908799756,113.72358860171516,92.84018573532649,53.510620210943216,1780.0
23,own,32000,500,25,1.707495019688099e-07,5.575029799958079e-10,117.38380743440757,122.33499726102082,94.00812525746005,59.0863141618172,1602.4
24,own,32000,500,25,1.5530044164026843e-08,4.823280653498963e-10,121.18646864530547,114.3534867131848,89.45209069815974,59.55965099346372,1825.1
25,own,32000,500,25,1.2609064726017781e-08,5.493588918513304e-10,118.45092573025795,144.52682816727247,123.10289380991435,52.406084317340174,1908.6
26,own,32000,500,25,1.956725105032788e-08,4.70171543773163e-10,141.62113576287538,124.48060250225623,102.82594869761397,52.15940988057355,1876.1
27,own,32000,500,25,1.4078399674707299e-08,5.223360344384858e-10,152.88380346635222,137.3323200303389,118.96064632605885,47.60113906110064,1936.5
28,own,32000,500,25,3.802401581801335e-07,6.008639172780511e-10,132.05391167673497,139.01770806114655,117.23469346407,59.749426512667014,1942.0
29,own,32000,500,25,2.3135447473437305e-08,6.028954969639862e-10,132.63855355799592,123.96529803169187,94.47711394307134,59.817164003789,1933.7
30,own,32000,500,25,2.2947695758042365e-07,4.3624607754699753e-10,136.9064666967006,111.57400751704927,76.1500177218295,63.223457648120984,1957.3
32,own,32000,500,25,4.4111162518303354e-08,5.740031120374275e-10,148.8733824405699,137.01830753439026,113.98119306818444,59.56954766779177,1964.3
33,own,32000,500,25,4.578124487836155e-08,5.324923266587824e-10,182.5736736909107,130.52961504456562,107.02005416601423,53.70219455141978,1959.0
34,own,32000,500,25,5.3152785063336836e-08,5.93347079572141e-10,130.98894209903733,132.884142574909,105.54733361516355,59.90392802431188,1964.0
35,own,32000,500,25,2.763009576628569e-08,4.871158396450754e-10,131.69152939445894,134.66394100623802,108.41448164609346,50.905031452771254,1958.9
36,own,32000,500,25,6.263403140143374e-08,6.456871901142068e-10,137.11227562612294,136.87064484122402,111.99598781422537,61.68536930098867,1959.4
37,own,32000,500,25,1.9487244502006387e-08,5.597090285971683e-10,158.11683507547514,133.93655522469317,110.70141989006288,57.821944418208204,1943.6
38,own,32000,500,25,1.7231223708332396e-08,6.411767823016375e-10,129.08654937888286,120.66600744390144,102.67096684145827,53.010392703413345,1938.5
39,own,32000,500,25,5.594783407020955e-08,5.664863176605626e-10,133.02727363725353,129.43195124705653,102.4213681398578,65.17023988720894,1939.2
40,own,32000,500,25,2.2894688933786102e-08,6.24463456635323e-10,122.60258922617595,124.4385860645707,98.68286057496789,51.488057170445245,1939.3
41,own,32000,500,25,1.1150794857484143e-06,5.758264818884502e-10,133.33513102895722,131.4555803591304,104.84780494394208,55.62732436814599,1935.1
42,own,32000,500,25,3.519318363337231e-08,8.338778862784619e-10,133.61285817870794,157.20435112655196,131.48463358179185,60.460785839950404,1943.1
43,own,32000,500,25,6.067400790768682e-08,6.084531907006579e-10,144.9750318110432,119.43013644204825,95.99099794763788,56.527805679998266,1920.5
44,own,32000,500,25,2.355423160759931e-08,6.313504152384033e-10,141.94697000709766,127.6653059366879,104.03095672268137,55.16641652728538,1903.9
45,own,32000,500,25,3.131882576293492e-08,5.652789738490359e-10,122.86534576537633,112.91335866440022,91.30289698805427,60.02082129273845,1899.7
46,own,32000,500,25,3.689523959647928e-08,6.903761241361521e-10,110.33556224583663,125.60432749705797,101.48564278091499,62.788950759113504,1911.4
47,own,32000,500,25,1.2832887373148582e-07,5.282676279485723e-10,121.68461561128652,121.4456546131828,99.81847101738595,59.86584536640294,1920.1
48,own,32000,500,25,2.8356394266591112e-08,7.070099005368807e-10,143.40562473353202,136.98477394504494,113.82958708395563,56.18831898482313,1908.5
49,own,32000,500,25,3.8776284114867945e-08,6.69257348594191e-10,124.43426592591322,133.19469700104491,106.70896920026962,63.07796024975687,1901.3
