restart,round,in_round,phase,loss_before,loss_after,gain,factor,factor_renewed,n_iter,func_evals,early_stop,wall_s
0,1,0,train,4.60312305014646e-06,9.599829609749166e-09,0.9979144964179387,217243.81232176325,1,200,203,0,99.53
1,1,1,train,9.599829609749166e-09,4.584214132864336e-09,0.5224692188068829,104168515.55203062,1,200,207,0,102.32
2,1,2,train,4.584214132864336e-09,3.1975384499261055e-09,0.3024892910209235,104168515.55203062,0,200,205,0,128.3
3,1,3,train,3.1975384499261055e-09,2.4512175993876512e-09,0.2334048088008767,104168515.55203062,0,200,207,0,123.26
4,1,4,train,2.4512175993876512e-09,1.987251657978225e-09,0.18927978549327135,104168515.55203062,0,200,207,0,127.75
5,1,5,train,1.987251657978225e-09,1.6476214001383246e-09,0.17090450345148078,104168515.55203062,0,200,205,0,127.73
6,1,6,train,1.6476214001383246e-09,1.3695158475628721e-09,0.16879214639486012,104168515.55203062,0,200,206,0,113.06
7,1,7,train,1.3695158475628721e-09,1.1445615688609146e-09,0.1642582516312432,104168515.55203062,0,200,210,0,104.25
8,1,8,train,1.1445615688609146e-09,9.698676415278364e-10,0.15262955885102475,104168515.55203062,0,200,211,0,96.64
9,1,9,train,9.698676415278364e-10,8.45317191717765e-10,0.12842004875414406,104168515.55203062,0,200,211,0,109.97
10,1,10,train,8.45317191717765e-10,7.663619533519395e-10,0.0934030907444115,1182987888.8040888,1,200,209,0,108.26
11,1,11,train,7.663619533519395e-10,6.814906826826355e-10,0.11074567350074101,1182987888.8040888,0,200,213,0,120.82
12,1,12,train,6.814906826826355e-10,5.992824790504658e-10,0.12062997443862825,1182987888.8040888,0,200,209,0,126.74
13,1,13,train,5.992824790504658e-10,5.421983918766124e-10,0.09525405659164349,1182987888.8040888,0,200,214,0,124.67
14,1,14,train,5.421983918766124e-10,4.954773011131233e-10,0.08616973318895668,1182987888.8040888,0,200,214,0,117.06
15,1,15,train,4.954773011131233e-10,4.4788675445533704e-10,0.09604990289337346,1182987888.8040888,0,200,213,0,111.18
16,1,16,train,4.4788675445533704e-10,4.109971525799409e-10,0.08236368123959498,1182987888.8040888,0,200,211,0,122.58
