restart,round,in_round,phase,loss_before,loss_after,gain,factor,factor_renewed,n_iter,func_evals,early_stop,wall_s
0,1,0,train,1.786852708167124e-05,3.38254755873376e-08,0.9981069801986067,55964.32181731177,1,200,206,0,219.24
1,1,1,train,3.38254755873376e-08,1.7505177691347078e-08,0.4824853934086279,29563516.333066583,1,200,213,0,231.67
2,1,2,train,1.7505177691347078e-08,1.2479704968594732e-08,0.2870849306052157,29563516.333066583,0,200,209,0,239.38
3,1,3,train,1.2479704968594732e-08,9.710654466204397e-09,0.22188429208532337,29563516.333066583,0,200,208,0,239.98
4,1,4,train,9.710654466204397e-09,7.771142339185196e-09,0.19973032031663854,29563516.333066583,0,200,212,0,247.37
5,1,5,train,7.771142339185196e-09,6.313596145813228e-09,0.1875588079274317,29563516.333066583,0,200,208,0,240.01
6,1,6,train,6.313596145813228e-09,5.20212667632168e-09,0.17604380195090602,29563516.333066583,0,200,211,0,243.35
7,1,7,train,5.20212667632168e-09,4.380754108011374e-09,0.1578916891910603,29563516.333066583,0,200,209,0,241.7
8,1,8,train,4.380754108011374e-09,3.763956516952982e-09,0.14079712667059155,29563516.333066583,0,200,214,0,247.27
9,1,9,train,3.763956516952982e-09,3.309475568336953e-09,0.12074553639741385,29563516.333066583,0,200,213,0,246.43
10,1,10,train,3.309475568336953e-09,3.0598879850690992e-09,0.07541605251773292,302162677.8476297,1,200,219,0,253.79
11,1,11,train,3.0598879850690992e-09,2.7852869448010254e-09,0.08974218716763671,302162677.8476297,0,200,217,0,255.49
12,1,12,train,2.7852869448010254e-09,2.5125609914463095e-09,0.09791664512835276,302162677.8476297,0,200,211,0,240.73
13,1,13,train,2.5125609914463095e-09,2.2536272953831896e-09,0.10305568579016643,302162677.8476297,0,200,213,0,230.56
14,1,14,train,2.2536272953831896e-09,2.0545137400336376e-09,0.08835247769560595,302162677.8476297,0,200,210,0,236.21
15,1,15,train,2.0545137400336376e-09,1.865194416137936e-09,0.09214799599860644,302162677.8476297,0,200,221,0,257.57
16,1,16,train,1.865194416137936e-09,1.7135116824296419e-09,0.08132274705302184,302162677.8476297,0,200,220,0,241.21
17,1,17,train,1.7135116824296419e-09,1.587706646950275e-09,0.07341942092917854,302162677.8476297,0,200,215,0,232.46
18,1,18,train,1.587706646950275e-09,1.4748897318311646e-09,0.07105652378278657,302162677.8476297,0,200,222,0,231.11
19,1,19,train,1.4748897318311646e-09,1.3645935160390375e-09,0.07478268606235917,302162677.8476297,0,200,223,0,230.62
20,1,20,train,1.3645935160390375e-09,1.2749934170693348e-09,0.06566065126103053,302162677.8476297,0,200,212,0,218.11
21,1,21,train,1.2749934170693348e-09,1.198547593790146e-09,0.05995781802144905,302162677.8476297,0,200,220,0,224.76
22,1,22,train,1.198547593790146e-09,1.128223510405275e-09,0.0586744187291607,302162677.8476297,0,200,221,0,237.43
